Date;key_Store_Dept;Predictions;p_20;p_80;Weekly_Sales;metric_Acc
2012-09-14;10_23;53917,996;50248,586;57277,184;53483,66;0,9918791055679321
2012-09-21;10_23;52113,285;48595,14;55814,598;53112,83;0,9811807870864868
2012-09-28;10_23;51470,55;46485,387;56297,7;51737,52;0,9948399662971497
2012-10-05;10_23;55444,06;51868,285;60117,203;54097,4;0,9751067757606506
2012-10-12;10_23;57797,355;50960,707;62989,574;55403,73;0,9567967057228088
2012-10-19;10_23;55055,395;49912,52;59603,39;58628,76;0,9390509724617004
2012-10-26;10_23;54805,64;50039,418;60479,855;59735,58;0,9174706935882568
2012-09-07;10_24;9862,973;9205,928;10648,066;10188,77;0,9680238962173462
2012-09-14;10_24;8675,264;7866,4224;9873,06;8960,9;0,9681240916252136
2012-09-21;10_24;8457,574;7362,4194;9826,638;8823,04;0,9585782289505005
2012-09-28;10_24;8561,216;6748,7285;9655,067;10544,86;0,8118851780891418
2012-10-05;10_24;10286,059;8487,399;11477,65;10320,73;0,9966405630111694
2012-10-12;10_24;10814,4;9109,141;11916,975;13014,21;0,8309686183929443
2012-10-19;10_24;10896,988;9077,545;12708,053;15063,33;0,7234116792678833
2012-10-26;10_24;11851,818;9544,187;13589,561;14343,91;0,8262613415718079
2012-09-07;10_25;17290,566;16078,596;19094,96;16666,81;0,9625749588012695
2012-09-14;10_25;17790,63;16146,343;19466,854;17695,63;0,9946314692497253
2012-09-21;10_25;17966,59;16570,729;19791,998;16647,97;0,9207940101623535
2012-09-28;10_25;17041,62;15417,907;18757,596;17564,13;0,970251202583313
2012-10-05;10_25;19419,11;17379,389;21033,375;18826,8;0,9685390591621399
2012-10-12;10_25;19110,771;17353,914;22898,637;19104,16;0,9996539354324341
2012-10-19;10_25;19288,936;16737,236;22144,906;19799,74;0,9742014408111572
2012-10-26;10_25;18607,883;16149,525;21751,12;19972,18;0,9316901564598083
2012-09-07;10_26;13652,765;12673,739;14422,6045;12079,03;0,869713544845581
2012-09-14;10_26;14261,983;12829,329;15333,944;14357,52;0,9933459162712097
2012-09-21;10_26;14626,526;12890,941;15875,845;14145,96;0,9660280346870422
2012-09-28;10_26;14927,892;12530,985;16934,643;14895,88;0,9978509545326233
2012-10-05;10_26;16745,758;14141,106;18992,32;16138,32;0,9623605608940125
2012-10-12;10_26;18442,627;15547,29;20719,494;17784,07;0,9629693031311035
2012-10-19;10_26;17828,076;14429,567;21056,023;19797,67;0,9005138874053955
2012-10-26;10_26;16558,525;13157,407;19541,326;19104,2;0,8667479753494263
2012-09-07;10_27;3447,4963;3082,002;3867,08;3045,22;0,8678990602493286
2012-09-14;10_27;3489,6294;2996,5398;3936,7393;3253,31;0,9273603558540344
2012-09-21;10_27;3514,5554;2889,3645;4052,8655;3615,05;0,9722010493278503
2012-09-28;10_27;3116,817;2621,6465;3764,645;3454,63;0,9022144079208374
2012-10-05;10_27;3492,664;2947,829;4069,782;3679,81;0,9491424560546875
2012-10-12;10_27;3845,4968;3257,2202;4495,098;3577,71;0,9251513481140137
2012-10-19;10_27;3662,4612;2793,5022;4376,0996;4211,05;0,8697264194488525
2012-10-26;10_27;3538,4216;2884,2517;4223,6675;4319,35;0,8192023038864136
2012-09-07;10_28;839,61884;607,1221;1047,9039;738,85;0,8636139035224915
2012-09-14;10_28;801,7054;632,4352;979,3604;800,73;0,9987818598747253
2012-09-21;10_28;824,8167;642,39124;1074,9252;854,68;0,9650591015815735
2012-09-28;10_28;865,0814;616,84863;1200,4293;979,56;0,8831326365470886
2012-10-05;10_28;1037,9896;742,69183;1256,3859;1023,42;0,9857637882232666
2012-10-12;10_28;1041,3685;775,85895;1292,8201;981,58;0,9390895366668701
2012-10-19;10_28;1070,1927;669,91547;1525,8271;1118,61;0,9567165970802307
2012-10-26;10_28;1272,4839;602,5883;1776,6056;1658,31;0,7673377394676208
2012-09-07;10_29;15626,67;13816,209;16321,738;13782,6;0,8662030100822449
2012-09-14;10_29;14804,862;12763,742;16396,393;13376,98;0,893258273601532
2012-09-21;10_29;14153,595;12621,033;16554,348;14053,52;0,9928789734840393
2012-09-28;10_29;13526,949;12280,795;15486,612;14184,36;0,9536523818969727
2012-10-05;10_29;14913,981;13064,317;16943,35;14580,01;0,9770938754081726
2012-10-12;10_29;14722,162;12839,076;16368,786;13395,68;0,900976836681366
2012-10-19;10_29;14339,075;12328,064;15781,012;12892,74;0,8878178596496582
2012-10-26;10_29;13783,84;11600,162;16244,698;14338,8;0,9612966179847717
2012-09-07;10_3;31752,37;29019,29;34348,598;24926,2;0,7261447906494141
2012-09-14;10_3;27351,06;24858,742;29830,74;21548,87;0,7307426929473877
2012-09-21;10_3;22780,01;19717,904;26380,219;21625,71;0,9466238021850586
2012-09-28;10_3;20865,217;17913,48;23874,271;19867,34;0,9497730135917664
2012-10-05;10_3;22015,873;19300,695;24571,916;20037,57;0,90127032995224
2012-10-12;10_3;20719,596;17532,055;24211,658;19082,68;0,9142197966575623
2012-10-19;10_3;18743,963;15696,619;21847,703;19960,47;0,9390541315078735
2012-10-26;10_3;17718,412;13961,292;20999,896;20447,3;0,8665404319763184
2012-09-07;10_30;9279,883;8375,993;10052,641;9123,44;0,9828526973724365
2012-09-14;10_30;9220,603;8085,442;10211,338;7906,78;0,8338359594345093
2012-09-21;10_30;9234,719;8294,682;10100,879;9002,5;0,9742050766944885
2012-09-28;10_30;8835,641;7513,6636;9815,368;8294,96;0,9348181486129761
2012-10-05;10_30;9335,062;7972,649;10628,707;9186,27;0,9838027954101562
2012-10-12;10_30;9121,477;7620,938;10616,738;8614,94;0,9412025809288025
2012-10-19;10_30;8993,619;7916,076;10914,864;8533,1;0,946031391620636
2012-10-26;10_30;8965,398;7560,1875;10857,157;9111,61;0,9839532375335693
2012-09-07;10_31;5036,057;4593,4385;5624,317;4729,76;0,9352403879165649
2012-09-14;10_31;5002,4917;4490,777;5757,547;5027,94;0,9949386119842529
2012-09-21;10_31;4625,727;3907,5125;5499,645;4054,19;0,8590255975723267
2012-09-28;10_31;4080,6172;3500,6538;4995,984;4351,37;0,9377775192260742
2012-10-05;10_31;4316,2036;3572,7097;5363,637;4636,61;0,9308964610099792
2012-10-12;10_31;3973,6895;3350,7732;5294,5454;3769,07;0,9457108974456787
2012-10-19;10_31;3968,8315;3156,6213;4966,636;3540,28;0,8789498209953308
2012-10-26;10_31;3797,1252;2907,8765;4989,5493;3956,53;0,959710955619812
2012-09-07;10_32;15583,644;14138,748;16700,941;16686,45;0,9339101314544678
2012-09-14;10_32;15266,822;13951,24;16900,87;19154,02;0,7970557808876038
2012-09-21;10_32;16019,429;14131,228;17726,043;15634,12;0,9753546118736267
2012-09-28;10_32;15548,849;13975,954;17319,21;18238,05;0,8525499105453491
2012-10-05;10_32;16944,924;15118,586;19707,592;19495,35;0,8691776990890503
2012-10-12;10_32;17875,443;15180,194;20098,516;16021,57;0,8842889070510864
2012-10-19;10_32;16289,537;14131,435;18601,5;14967,02;0,9116379022598267
2012-10-26;10_32;17406,182;15560,644;20291,422;18693,86;0,931117594242096
2012-09-07;10_33;10304,356;9576,085;11311,446;8642,33;0,8076876997947693
2012-09-14;10_33;10106,858;8689,079;11214,076;9171,25;0,8979846239089966
2012-09-21;10_33;9789,945;8580,19;11071,428;8877,39;0,8972045183181763
2012-09-28;10_33;9632,314;8077,1675;10784,987;10679,3;0,9019612073898315
2012-10-05;10_33;10718,129;9339,664;12582,719;9798,04;0,9060946106910706
2012-10-12;10_33;11007,349;9752,9795;13029,109;12000,12;0,9172698855400085
2012-10-19;10_33;11028,986;9918,789;12621,762;14465,38;0,7624401450157166
2012-10-26;10_33;11421,777;9692,915;13861,454;13632,53;0,837832510471344
2012-09-07;10_34;36638,004;34142,777;39010,6;34093,95;0,925381064414978
2012-09-14;10_34;36642,355;34000,9;39827,324;34942,82;0,9513623714447021
2012-09-21;10_34;35261,72;32134,818;37766,05;34051,94;0,9644725918769836
2012-09-28;10_34;34513,2;30267,695;37826,64;31800,24;0,91468745470047
2012-10-05;10_34;36710,56;33852,625;40626,27;34984,12;0,9506508111953735
2012-10-12;10_34;36842,914;33811,957;40227,19;37214,03;0,9900274872779846
2012-10-19;10_34;35885,164;33178,402;39488,066;39109,96;0,9175453782081604
2012-10-26;10_34;36334,43;33366,402;39358,42;38454,92;0,9448577165603638
2012-09-07;10_35;8050,7754;7184,2793;8547,881;6575,69;0,7756759524345398
2012-09-14;10_35;8305,094;7324,4663;9047,166;7316,08;0,864816427230835
2012-09-21;10_35;7951,8726;7033,1177;8777,188;6294,84;0,7367633581161499
2012-09-28;10_35;7954,712;6814,54;8985,147;5489,41;0,5508986115455627
2012-10-05;10_35;8132,2026;7096,3374;9161,191;6644,25;0,7760540843009949
2012-10-12;10_35;8057,803;6856,7046;9060,239;6554,21;0,7705912590026855
2012-10-19;10_35;7753,5376;6528,177;9092,342;7242,79;0,9294819235801697
2012-10-26;10_35;7504,8438;6402,0127;8914,162;6156,67;0,7810222506523132
2012-09-07;10_36;1995,2667;1787,1718;2250,2664;1226,52;0,37322938442230225
2012-09-14;10_36;1651,7122;1403,4524;1897,2946;533,44;-1,0963411331176758
2012-09-21;10_36;1502,0746;1173,9348;1810,7377;333,72;-2,501002550125122
2012-09-28;10_36;1376,8696;1041,9336;1751,7372;389,6;-1,534059762954712
2012-10-05;10_36;1554,6339;1269,8356;1951,7826;754,8;-0,05966341495513916
2012-10-12;10_36;1758,6675;1347,6603;2130,2563;611,08;-0,8779658079147339
2012-10-19;10_36;1524,1606;1225,7622;1966,0911;788,54;0,06711047887802124
2012-10-26;10_36;1648,2855;1211,329;2244,1746;1311,16;0,7428799867630005
2012-09-07;10_37;3852,695;3374,4004;4336,6587;3537,66;0,9109481573104858
2012-09-14;10_37;3629,7368;2941,4739;4228,313;3745,43;0,9691108465194702
2012-09-21;10_37;3851,24;3156,5928;4411,569;4064,21;0,9475986957550049
2012-09-28;10_37;4004,151;3336,507;4431,2666;3836,83;0,9563908576965332
2012-10-05;10_37;3902,4053;3268,9536;4421,702;3977,13;0,9812114238739014
2012-10-12;10_37;3743,5059;2870,4614;4504,0195;4172,08;0,8972756266593933
2012-10-19;10_37;3988,3657;3209,7378;4679,6416;4135,98;0,9643097519874573
2012-10-26;10_37;4086,0212;3185,6511;4688,929;3850,57;0,9388529062271118
2012-09-07;10_38;78052,9;74644,695;82012,56;77247,83;0,9895780682563782
2012-09-14;10_38;79225,41;73937,94;84242,66;87518,64;0,9052403569221497
2012-09-21;10_38;78880,04;72267,56;85471,06;88964,54;0,8866458535194397
2012-09-28;10_38;77348,69;72845,72;84339,77;85036,81;0,9095906019210815
2012-10-05;10_38;81927,16;75086,93;88914,14;81722,12;0,9974910020828247
2012-10-12;10_38;79164,16;73083,89;85343,695;96191,28;0,8229868412017822
2012-10-19;10_38;78327,06;69857,56;84347,58;86841,22;0,9019572138786316
2012-10-26;10_38;77154,21;67085,66;84433,0;76447,65;0,9907575845718384
2012-09-07;10_4;45481,95;44205,4;49373,613;48804,35;0,931924045085907
2012-09-14;10_4;45593,95;42540,676;49303,914;45407,66;0,9958974123001099
2012-09-21;10_4;44806,69;40070,3;48543,56;46075,05;0,9724718928337097
2012-09-28;10_4;43269,98;39679,75;47949,48;42838,68;0,9899320006370544
2012-10-05;10_4;45151,613;41614,203;50624,832;47647,51;0,9476174712181091
2012-10-12;10_4;45748,297;40405,668;51648,652;43968,08;0,9595111012458801
2012-10-19;10_4;44165,105;40766,355;49554,81;44762,46;0,9866549968719482
2012-10-26;10_4;43274,1;39192,727;48107,97;44849,91;0,9648648500442505
2012-09-07;10_40;94888,72;88054,914;101331,945;97251,53;0,9757041335105896
2012-09-14;10_40;92480,03;84328,68;100099,83;95464,9;0,9687333703041077
2012-09-21;10_40;91664,88;85292,92;98638,16;91925,86;0,9971610307693481
2012-09-28;10_40;88226,55;81849,35;96456,28;94653,7;0,9320982098579407
2012-10-05;10_40;90758,21;86121,4;99595,87;98848,77;0,9181520938873291
2012-10-12;10_40;91301,22;84957,06;99011,44;97283,41;0,938507616519928
2012-10-19;10_40;90410,13;82664,734;100318,15;94644,66;0,9552587270736694
2012-10-26;10_40;87731,56;77908,16;97115,586;95015,0;0,9233443737030029
2012-09-07;10_41;16227,472;14025,108;19491,055;24427,27;0,6643178462982178
2012-09-14;10_41;17265,467;14078,387;20509,195;23868,95;0,7233442068099976
2012-09-21;10_41;16082,45;12294,537;20378,113;20882,86;0,7701268196105957
2012-09-28;10_41;14262,99;11337,604;17164,617;19072,88;0,7478151917457581
2012-10-05;10_41;13726,643;11063,58;16220,111;19047,59;0,7206498384475708
2012-10-12;10_41;13353,231;10319,109;16621,236;13713,4;0,9737359881401062
2012-10-19;10_41;13860,579;11226,46;16179,012;17263,51;0,8028830289840698
2012-10-26;10_41;13968,296;11006,014;16462,553;17583,84;0,7943825721740723
2012-09-07;10_42;12655,265;11582,272;13801,447;12802,9;0,988468587398529
2012-09-14;10_42;12315,812;10727,974;13773,08;12019,99;0,9753892421722412
2012-09-21;10_42;11971,959;10676,836;13080,915;11424,25;0,9520573616027832
2012-09-28;10_42;11058,375;9757,761;12741,449;10839,98;0,9798528552055359
2012-10-05;10_42;11887,233;10031,199;13662,512;12109,32;0,9816598296165466
2012-10-12;10_42;12017,73;9958,321;14033,278;11816,73;0,9829902052879333
2012-10-19;10_42;11538,352;9566,676;13566,164;12286,06;0,9391417503356934
2012-10-26;10_42;11402,018;9038,864;13225,202;12047,34;0,9464344382286072
2012-09-07;10_44;8344,985;7085,572;9448,767;8660,99;0,963513970375061
2012-09-14;10_44;8562,193;7620,972;9490,914;9782,57;0,8752498626708984
2012-09-21;10_44;8614,648;7683,055;9846,622;8931,74;0,9644983410835266
2012-09-28;10_44;8378,609;7016,743;9603,673;9307,28;0,9002209901809692
2012-10-05;10_44;8842,063;7455,619;10439,047;9281,77;0,9526269435882568
2012-10-12;10_44;8865,557;7466,995;10449,683;9728,25;0,9113208055496216
2012-10-19;10_44;9217,305;7705,6772;10097,605;9840,86;0,9366360902786255
2012-10-26;10_44;9531,168;7680,724;10949,265;10779,14;0,884223461151123
2012-09-07;10_45;0,0;0,0;1,2723669;0,0;
2012-09-14;10_45;0,53088534;0,0;1,4479989;0,0;-inf
2012-09-21;10_45;0,8818987;0,0;2,7201838;0,0;-inf
2012-09-28;10_45;0,9651671;0,0;1,6281836;0,0;-inf
2012-10-05;10_45;0,73326653;0,0;1,7597685;0,0;-inf
2012-10-12;10_45;0,30491677;0,0;1,1053336;10,47;0,029122889041900635
2012-10-19;10_45;1,1274571;0,0;5,197644;0,0;-inf
2012-10-26;10_45;1,3236144;0,0;3,5633574;0,0;-inf
2012-09-07;10_46;49184,816;46373,04;52019,54;46935,66;0,9520800113677979
2012-09-14;10_46;48411,92;44498,06;51933,15;43916,33;0,8976327180862427
2012-09-21;10_46;47699,13;44804,156;50334,71;46056,29;0,964329719543457
2012-09-28;10_46;46367,004;42301,594;49074,71;45796,01;0,987531840801239
2012-10-05;10_46;50214,535;45861,63;53739,953;48404,31;0,9626019597053528
2012-10-12;10_46;48810,87;44115,145;54327,3;45384,81;0,9245108366012573
2012-10-19;10_46;47955,81;43483,027;52532,89;46611,46;0,9711584448814392
2012-10-26;10_46;46727,645;40959,344;51808,152;48375,09;0,9659443497657776
2012-09-07;10_47;0,0;0,0;1,4619564;0,0;
2012-09-14;10_47;0,0;0,0;0,0;0,0;
2012-09-21;10_47;0,0;0,0;0,0;0,0;
2012-09-28;10_47;0,0;0,0;0,0;0,0;
2012-10-05;10_47;0,0;0,0;0,0;55,0;0,0
2012-10-12;10_47;0,0;0,0;3,4969301;0,0;
2012-10-19;10_47;2,3283737;0,0;10,479057;0,0;-inf
2012-10-26;10_47;0,0;0,0;6,4416223;0,0;
2012-09-07;10_48;3365,4688;2890,6182;3642,0435;5554,0;0,6059540510177612
2012-09-14;10_48;2676,615;2120,2139;3030,463;2300,0;0,836254358291626
2012-09-21;10_48;2459,3047;1858,9825;3095,8398;1261,0;0,04971873760223389
2012-09-28;10_48;2537,3843;1939,7075;2966,9092;5011,0;0,5063628554344177
2012-10-05;10_48;3404,5828;2819,2002;3990,675;5890,0;0,578027606010437
2012-10-12;10_48;2688,5615;2005,7275;3349,2725;5005,0;0,5371751189231873
2012-10-19;10_48;2522,9104;1982,2356;3130,1404;6184,0;0,40797388553619385
2012-10-26;10_48;2549,603;1883,5245;3133,3613;2865,0;0,88991379737854
2012-09-07;10_49;19938,98;18511,271;21405,33;19908,96;0,9984921813011169
2012-09-14;10_49;19255,797;17525,33;21065,969;18001,98;0,930351197719574
2012-09-21;10_49;18952,38;16973,53;20867,113;17902,74;0,9413698315620422
2012-09-28;10_49;18757,648;16735,924;20529,533;21066,9;0,8903847932815552
2012-10-05;10_49;21445,135;18524,658;23659,084;19040,45;0,8737064599990845
2012-10-12;10_49;19282,56;17142,809;21985,328;20224,08;0,9534456133842468
2012-10-19;10_49;17682,055;15361,091;20112,783;22268,32;0,7940452694892883
2012-10-26;10_49;17896,865;15301,569;20740,002;20601,66;0,8687098622322083
2012-09-07;10_5;40596,42;37299,766;44701,297;36708,3;0,8940805792808533
2012-09-14;10_5;45988,55;41224,094;49825,598;42269,57;0,9120175242424011
2012-09-21;10_5;45004,36;40443,047;48777,68;38609,11;0,8343590497970581
2012-09-28;10_5;43313,434;39161,066;48205,28;65585,96;0,6604070663452148
2012-10-05;10_5;48149,79;40972,79;54386,77;54202,85;0,8883257508277893
2012-10-12;10_5;51077,9;42527,484;55760,434;49683,63;0,9719370603561401
2012-10-19;10_5;52455,68;44751,297;57309,863;49277,87;0,9355124831199646
2012-10-26;10_5;53280,23;42623,285;55400,914;51926,77;0,9739351868629456
2012-09-07;10_50;4394,9414;3808,2893;4799,7256;3265,0;0,6539230346679688
2012-09-14;10_50;4674,247;3997,4646;5487,6;4365,0;0,9291530251502991
2012-09-21;10_50;4196,248;3579,1367;5130,219;4215,0;0,9955511093139648
2012-09-28;10_50;4112,908;3154,9946;4921,814;5220,0;0,78791344165802
2012-10-05;10_50;4145,5117;3358,6196;4985,541;3990,0;0,9610246419906616
2012-10-12;10_50;4263,341;3563,9727;5108,1865;3641,0;0,8290742039680481
2012-10-19;10_50;4127,801;3314,461;4979,364;4627,0;0,8921116590499878
2012-10-26;10_50;4101,323;3300,3142;4784,8154;4589,98;0,8935383558273315
2012-09-07;10_51;0,0;0,0;109,6932;0,0;
2012-09-14;10_51;0,0;0,0;92,392654;0,0;
2012-09-21;10_51;0,0;0,0;131,75336;0,0;
2012-09-28;10_51;73,03266;0,0;293,6151;0,0;-inf
2012-10-05;10_51;46,532196;0,0;259,65448;0,0;-inf
