,Date,key_Store_Dept,Predictions,p_20,p_80,Weekly_Sales,metric_Acc
123,2012-09-28,10_24,8584.846,6549.4404,10740.903,10544.86,0.8141260743141174
124,2012-10-05,10_24,10332.53,7720.6377,12514.772,10320.73,0.9988566637039185
125,2012-10-12,10_24,10433.089,8176.892,12655.618,13014.21,0.8016690015792847
126,2012-10-19,10_24,10833.729,8395.619,13339.57,15063.33,0.7192120552062988
127,2012-10-26,10_24,11306.47,8704.871,13904.77,14343.91,0.7882418036460876
128,2012-09-07,10_25,17381.564,16097.124,19340.65,16666.81,0.957115113735199
129,2012-09-14,10_25,17980.516,16184.766,19815.613,17695.63,0.9839008450508118
130,2012-09-21,10_25,18567.97,16632.04,20903.326,16647.97,0.884670615196228
131,2012-09-28,10_25,18275.27,16498.883,20455.115,17564.13,0.9595118761062622
132,2012-10-05,10_25,20135.654,17377.912,22419.033,18826.8,0.9304792284965515
133,2012-10-12,10_25,21000.568,18451.05,23665.83,19104.16,0.900733232498169
134,2012-10-19,10_25,20672.734,18063.291,22848.783,19799.74,0.9559088349342346
135,2012-10-26,10_25,20236.172,16728.213,22827.178,19972.18,0.9867820143699646
136,2012-09-07,10_26,13735.836,12619.782,14606.911,12079.03,0.8628361821174622
137,2012-09-14,10_26,14276.697,12641.684,15505.6875,14357.52,0.9943707585334778
138,2012-09-21,10_26,14654.969,13341.004,16143.306,14145.96,0.964017391204834
139,2012-09-28,10_26,15023.71,12671.645,16947.717,14895.88,0.9914184212684631
140,2012-10-05,10_26,16540.16,13918.209,18862.088,16138.32,0.9751002788543701
141,2012-10-12,10_26,18561.762,15944.804,21219.055,17784.07,0.9562703371047974
142,2012-10-19,10_26,17673.52,13593.5625,21168.094,19797.67,0.8927070498466492
143,2012-10-26,10_26,16163.043,12272.741,19693.127,19104.2,0.8460466265678406
144,2012-09-07,10_27,3451.193,3004.3142,3968.9756,3045.22,0.866685152053833
145,2012-09-14,10_27,3524.0657,2877.0327,4136.915,3253.31,0.9167753458023071
146,2012-09-21,10_27,3609.1357,2808.4956,4275.408,3615.05,0.9983639717102051
147,2012-09-28,10_27,3636.0276,2867.3953,4412.62,3454.63,0.9474914073944092
148,2012-10-05,10_27,3727.2244,3074.3708,4582.4746,3679.81,0.9871150255203247
149,2012-10-12,10_27,3897.3157,2932.418,4896.4717,3577.71,0.9106675386428833
150,2012-10-19,10_27,3562.7793,2797.445,4491.931,4211.05,0.8460549116134644
151,2012-10-26,10_27,3566.7197,2763.7126,4586.7646,4319.35,0.8257538080215454
152,2012-09-07,10_28,836.8273,599.2073,1050.1481,738.85,0.8673921823501587
153,2012-09-14,10_28,793.34674,617.5057,976.03906,800.73,0.9907793402671814
154,2012-09-21,10_28,822.7182,630.1875,1077.2673,854.68,0.9626038074493408
155,2012-09-28,10_28,870.34827,605.1477,1267.1918,979.56,0.8885093927383423
156,2012-10-05,10_28,1037.5754,731.33344,1244.3004,1023.42,0.9861685037612915
157,2012-10-12,10_28,1096.1865,784.8878,1480.6008,981.58,0.8832428455352783
158,2012-10-19,10_28,1124.7145,717.2129,1488.0526,1118.61,0.9945427775382996
159,2012-10-26,10_28,1295.2051,715.0836,1813.4308,1658.31,0.7810391187667847
160,2012-09-07,10_29,14648.532,13271.674,16287.663,13782.6,0.9371720552444458
161,2012-09-14,10_29,14320.9,12489.894,16130.818,13376.98,0.929436981678009
162,2012-09-21,10_29,14132.612,12250.885,16960.58,14053.52,0.9943720102310181
163,2012-09-28,10_29,13570.305,11864.783,16145.089,14184.36,0.9567089676856995
164,2012-10-05,10_29,14557.315,11869.25,17296.004,14580.01,0.9984434843063354
165,2012-10-12,10_29,14029.355,11377.362,16419.22,13395.68,0.9526954889297485
166,2012-10-19,10_29,14060.765,11410.632,16842.61,12892.74,0.9094045162200928
167,2012-10-26,10_29,13806.331,11468.2705,16597.24,14338.8,0.9628651738166809
168,2012-09-07,10_3,30101.438,26122.63,33670.633,24926.2,0.7923775911331177
169,2012-09-14,10_3,25773.62,21258.059,30315.428,21548.87,0.8039456605911255
170,2012-09-21,10_3,21178.328,15933.3125,26461.592,21625.71,0.9793124794960022
171,2012-09-28,10_3,20768.582,16355.02,26514.104,19867.34,0.9546369910240173
172,2012-10-05,10_3,21765.016,16051.134,26688.406,20037.57,0.913789689540863
173,2012-10-12,10_3,19644.686,14591.483,25270.305,19082.68,0.9705489277839661
174,2012-10-19,10_3,17351.6,11499.902,23250.018,19960.47,0.8692981004714966
175,2012-10-26,10_3,15719.54,10970.497,21537.246,20447.3,0.7687831521034241
176,2012-09-07,10_30,9321.003,8282.838,10212.999,9123.44,0.9783456325531006
177,2012-09-14,10_30,9266.473,7943.41,10417.327,7906.78,0.8280345797538757
178,2012-09-21,10_30,9316.379,8231.653,10339.563,9002.5,0.9651342630386353
179,2012-09-28,10_30,8862.65,7485.6123,10098.125,8294.96,0.9315620064735413
180,2012-10-05,10_30,9147.006,7684.9834,10974.56,9186.27,0.9957258105278015
181,2012-10-12,10_30,8841.787,7436.6675,10602.451,8614.94,0.9736682176589966
182,2012-10-19,10_30,9672.909,7386.0874,11421.616,8533.1,0.8664249181747437
183,2012-10-26,10_30,9860.956,7466.596,12206.892,9111.61,0.9177592396736145
184,2012-09-07,10_31,4991.0527,4412.5435,5760.7783,4729.76,0.9447555541992188
185,2012-09-14,10_31,4986.1445,4357.254,5977.6377,5027.94,0.9916873574256897
186,2012-09-21,10_31,4736.359,3837.9236,5862.5107,4054.19,0.8317372798919678
187,2012-09-28,10_31,4199.0107,3468.8525,5416.509,4351.37,0.9649859070777893
188,2012-10-05,10_31,4521.7905,3530.7747,5851.908,4636.61,0.9752363562583923
189,2012-10-12,10_31,4097.9966,3465.357,5549.244,3769.07,0.9127300381660461
190,2012-10-19,10_31,4125.847,3126.7688,5229.8926,3540.28,0.8345986604690552
191,2012-10-26,10_31,3936.1309,3165.154,5058.647,3956.53,0.9948441982269287
192,2012-09-07,10_32,15685.659,14188.077,16843.625,16686.45,0.9400237798690796
193,2012-09-14,10_32,15380.006,13994.591,17102.717,19154.02,0.8029649257659912
194,2012-09-21,10_32,16291.693,14189.923,18081.574,15634.12,0.957939863204956
195,2012-09-28,10_32,15872.966,14087.905,17858.719,18238.05,0.8703213930130005
196,2012-10-05,10_32,17201.133,15182.672,20289.34,19495.35,0.8823198080062866
197,2012-10-12,10_32,18242.781,15082.342,20763.566,16021.57,0.8613612055778503
198,2012-10-19,10_32,16628.912,14011.771,19243.943,14967.02,0.8889630436897278
199,2012-10-26,10_32,17866.262,15406.463,20763.006,18693.86,0.9557288885116577
200,2012-09-07,10_33,10268.021,9191.487,11652.526,8642.33,0.811892032623291
201,2012-09-14,10_33,10238.148,8317.823,11706.014,9171.25,0.8836692571640015
202,2012-09-21,10_33,10019.572,8397.301,11716.9795,8877.39,0.8713380098342896
203,2012-09-28,10_33,10012.945,7935.919,11453.033,10679.3,0.9376031756401062
204,2012-10-05,10_33,11194.352,9647.86,13362.047,9798.04,0.8574907183647156
205,2012-10-12,10_33,11190.568,9474.148,13859.564,12000.12,0.9325380325317383
206,2012-10-19,10_33,10881.738,8292.02,13033.861,14465.38,0.7522608041763306
207,2012-10-26,10_33,12497.065,9632.358,15356.57,13632.53,0.9167091846466064
208,2012-09-07,10_34,36824.664,33992.125,39520.992,34093.95,0.9199061989784241
209,2012-09-14,10_34,36870.953,33746.133,40584.37,34942.82,0.9448203444480896
210,2012-09-21,10_34,36013.215,31780.97,38920.258,34051.94,0.9424034953117371
211,2012-09-28,10_34,35359.76,29354.62,39138.59,31800.24,0.8880662322044373
212,2012-10-05,10_34,37558.363,33257.746,41755.0,34984.12,0.92641681432724
213,2012-10-12,10_34,37934.37,32795.082,42544.74,37214.03,0.9806433320045471
214,2012-10-19,10_34,36479.67,32568.514,39998.742,39109.96,0.9327462911605835
215,2012-10-26,10_34,36181.16,31333.348,40923.93,38454.92,0.9408720135688782
216,2012-09-07,10_35,8107.8574,7227.7847,8629.978,6575.69,0.7669951915740967
217,2012-09-14,10_35,8393.533,7371.8384,9164.643,7316.08,0.8527280688285828
218,2012-09-21,10_35,8095.4863,7121.5396,8961.977,6294.84,0.7139487862586975
219,2012-09-28,10_35,8165.5825,6946.6567,9267.983,5489.41,0.5124845504760742
220,2012-10-05,10_35,8312.674,7197.059,9399.574,6644.25,0.748892068862915
221,2012-10-12,10_35,8234.114,6956.497,9301.585,6554.21,0.7436907887458801
222,2012-10-19,10_35,7941.841,6604.7896,9376.671,7242.79,0.9034832119941711
223,2012-10-26,10_35,7737.6777,6492.949,9317.462,6156.67,0.7432040572166443
224,2012-09-07,10_36,2082.3699,1852.0864,2364.2908,1226.52,0.3022128939628601
225,2012-09-14,10_36,1751.3534,1474.8639,2024.7406,533.44,-1.2831308841705322
226,2012-09-21,10_36,1626.7722,1257.5786,1969.241,333.72,-2.874662160873413
227,2012-09-28,10_36,1524.9042,1124.1,1954.9825,389.6,-1.914025068283081
228,2012-10-05,10_36,1731.0228,1339.6633,2128.1804,754.8,-0.29335296154022217
229,2012-10-12,10_36,1940.6989,1429.3085,2406.391,611.08,-1.1758506298065186
230,2012-10-19,10_36,1789.0012,1274.1827,2272.1694,788.54,-0.26875150203704834
231,2012-10-26,10_36,1848.0027,1224.5479,2429.2764,1311.16,0.5905590057373047
232,2012-09-07,10_37,3851.8113,3355.2642,4351.6123,3537.66,0.9111979603767395
233,2012-09-14,10_37,3632.3962,2915.3467,4252.877,3745.43,0.9698209166526794
234,2012-09-21,10_37,3878.3413,3142.6367,4463.565,4064.21,0.9542669653892517
235,2012-09-28,10_37,4063.7168,3345.6787,4531.1816,3836.83,0.9408661127090454
236,2012-10-05,10_37,3927.2603,3248.9397,4462.6196,3977.13,0.9874609112739563
237,2012-10-12,10_37,3769.837,2840.04,4556.194,4172.08,0.9035869240760803
238,2012-10-19,10_37,4029.3884,3193.7476,4746.668,4135.98,0.9742282032966614
239,2012-10-26,10_37,4172.9863,3151.0725,4779.6357,3850.57,0.9162679314613342
240,2012-09-07,10_38,78296.98,73479.86,84759.09,77247.83,0.9864184260368347
241,2012-09-14,10_38,78965.734,72454.31,85281.59,87518.64,0.9022732973098755
242,2012-09-21,10_38,79134.78,70556.77,87818.94,88964.54,0.8895092606544495
243,2012-09-28,10_38,77362.19,70901.53,86798.93,85036.81,0.9097493886947632
244,2012-10-05,10_38,81667.8,72347.51,92109.625,81722.12,0.9993352890014648
245,2012-10-12,10_38,78294.805,68373.336,87149.16,96191.28,0.8139491081237793
246,2012-10-19,10_38,76980.26,64432.43,86631.125,86841.22,0.8864483833312988
247,2012-10-26,10_38,76154.336,63026.02,86237.51,76447.65,0.9961632490158081
248,2012-09-07,10_4,45536.363,43655.594,50150.094,48804.35,0.9330390095710754
249,2012-09-14,10_4,45741.9,42513.973,48612.9,45407.66,0.9926391839981079
250,2012-09-21,10_4,46050.105,40220.184,49812.938,46075.05,0.9994586110115051
251,2012-09-28,10_4,43625.785,38525.7,49047.195,42838.68,0.9816262722015381
252,2012-10-05,10_4,46027.36,40430.203,53486.914,47647.51,0.9659970998764038
253,2012-10-12,10_4,46500.516,41552.82,52695.242,43968.08,0.9424028396606445
254,2012-10-19,10_4,45116.08,37952.07,50971.34,44762.46,0.9921001195907593
255,2012-10-26,10_4,43027.523,36367.156,49502.336,44849.91,0.9593669772148132
256,2012-09-07,10_40,94072.25,87221.7,102899.086,97251.53,0.9673087000846863
257,2012-09-14,10_40,93155.57,83779.88,105019.48,95464.9,0.975809633731842
258,2012-09-21,10_40,93325.4,82595.25,104286.48,91925.86,0.9847753643989563
259,2012-09-28,10_40,87350.01,75686.64,99111.97,94653.7,0.9228377342224121
260,2012-10-05,10_40,88008.57,84109.54,105248.28,98848.77,0.8903355002403259
261,2012-10-12,10_40,90931.68,77082.69,100579.1,97283.41,0.9347090721130371
262,2012-10-19,10_40,88847.73,75034.15,100768.25,94644.66,0.9387505650520325
263,2012-10-26,10_40,86611.92,72429.74,99704.24,95015.0,0.9115605354309082
264,2012-09-07,10_41,16379.907,13396.276,20127.762,24427.27,0.6705582141876221
265,2012-09-14,10_41,17321.213,13456.61,21445.363,23868.95,0.7256797552108765
266,2012-09-21,10_41,15597.049,11204.251,20498.225,20882.86,0.7468827962875366
267,2012-09-28,10_41,14146.044,9797.54,17322.742,19072.88,0.7416836619377136
268,2012-10-05,10_41,13000.025,9813.503,15875.511,19047.59,0.6825023889541626
269,2012-10-12,10_41,13132.829,9178.488,16622.703,13713.4,0.9576639533042908
270,2012-10-19,10_41,12675.597,9945.788,15485.555,17263.51,0.7342422008514404
271,2012-10-26,10_41,13689.046,10473.967,16719.45,17583.84,0.7785015106201172
272,2012-09-07,10_42,12728.661,11558.516,14009.713,12802.9,0.9942013621330261
273,2012-09-14,10_42,12286.085,10089.497,13767.861,12019.99,0.9778622984886169
274,2012-09-21,10_42,12013.201,10307.443,13499.732,11424.25,0.9484472870826721
275,2012-09-28,10_42,11547.264,9832.748,13189.395,10839.98,0.934752345085144
276,2012-10-05,10_42,12259.401,10288.478,14041.718,12109.32,0.9876061677932739
277,2012-10-12,10_42,11935.992,9768.996,14146.595,11816.73,0.9899073839187622
278,2012-10-19,10_42,11779.013,9686.92,14026.661,12286.06,0.9587299227714539
279,2012-10-26,10_42,11883.372,8971.879,14667.429,12047.34,0.986389696598053
280,2012-09-07,10_44,8257.778,6927.6455,9427.666,8660.99,0.9534450769424438
281,2012-09-14,10_44,8553.917,7570.8647,9602.739,9782.57,0.8744038343429565
282,2012-09-21,10_44,8682.419,7394.1113,10148.925,8931.74,0.9720859527587891
283,2012-09-28,10_44,8522.268,7058.659,9935.567,9307.28,0.9156560897827148
284,2012-10-05,10_44,8830.669,7565.2124,10007.029,9281.77,0.9513992667198181
285,2012-10-12,10_44,9109.159,7341.094,10818.709,9728.25,0.93636155128479
286,2012-10-19,10_44,9134.242,7509.316,10163.057,9840.86,0.9281954765319824
287,2012-10-26,10_44,9466.192,7245.3203,11242.698,10779.14,0.8781955242156982
288,2012-09-07,10_45,0.0,0.0,0.89502716,0.0,
289,2012-09-14,10_45,0.4247477,0.0,1.359952,0.0,-inf
290,2012-09-21,10_45,1.2625407,0.0,2.9040956,0.0,-inf
291,2012-09-28,10_45,0.850225,0.0,1.5910268,0.0,-inf
292,2012-10-05,10_45,0.38062808,0.0,1.6322896,0.0,-inf
293,2012-10-12,10_45,0.37006387,0.0,1.0857286,10.47,0.03534513711929321
294,2012-10-19,10_45,0.34505418,0.0,2.7886698,0.0,-inf
295,2012-10-26,10_45,2.0886872,0.0,3.7025921,0.0,-inf
296,2012-09-07,10_46,48889.676,46337.664,51822.555,46935.66,0.958368182182312
297,2012-09-14,10_46,48859.855,45839.605,52884.9,43916.33,0.8874330520629883
298,2012-09-21,10_46,48726.97,44189.79,53134.57,46056.29,0.9420127272605896
299,2012-09-28,10_46,47351.1,43172.52,51338.52,45796.01,0.9660431146621704
300,2012-10-05,10_46,50482.74,46418.2,54810.117,48404.31,0.9570610523223877
301,2012-10-12,10_46,48373.25,43774.035,55481.74,45384.81,0.9341532588005066
302,2012-10-19,10_46,48482.555,39322.895,54948.64,46611.46,0.9598576426506042
303,2012-10-26,10_46,48153.28,39785.96,54493.875,48375.09,0.9954147934913635
304,2012-09-07,10_47,0.0,0.0,0.49341607,0.0,
305,2012-09-14,10_47,0.0,0.0,0.0,0.0,
306,2012-09-21,10_47,0.0,0.0,0.0,0.0,
307,2012-09-28,10_47,0.0,0.0,0.0,0.0,
308,2012-10-05,10_47,0.0,0.0,0.0,55.0,0.0
309,2012-10-12,10_47,0.0,0.0,4.6600895,0.0,
310,2012-10-19,10_47,0.0,0.0,8.797641,0.0,
311,2012-10-26,10_47,0.0,0.0,6.020927,0.0,
312,2012-09-07,10_48,3260.4233,2776.8237,3915.767,5554.0,0.5870405435562134
313,2012-09-14,10_48,2716.218,2094.8035,3434.0417,2300.0,0.8190356492996216
314,2012-09-21,10_48,2521.176,1675.4746,3370.3013,1261.0,0.0006534457206726074
315,2012-09-28,10_48,2495.026,1752.0386,3039.1418,5011.0,0.4979097843170166
316,2012-10-05,10_48,3540.924,2736.3499,4153.492,5890.0,0.6011755466461182
317,2012-10-12,10_48,2790.912,2021.676,3506.8914,5005.0,0.5576248168945312
318,2012-10-19,10_48,2380.8562,1928.5587,3087.3923,6184.0,0.38500261306762695
319,2012-10-26,10_48,2624.7546,1746.3821,3305.2776,2865.0,0.9161447286605835
320,2012-09-07,10_49,19889.953,17885.002,21604.535,19908.96,0.9990452527999878
321,2012-09-14,10_49,20638.754,17164.484,21634.346,18001.98,0.8535287380218506
322,2012-09-21,10_49,19667.27,16715.254,22212.79,17902.74,0.9014380574226379
323,2012-09-28,10_49,19145.621,16662.955,21612.395,21066.9,0.9088010191917419
324,2012-10-05,10_49,22156.95,18380.877,24638.531,19040.45,0.8363221287727356
325,2012-10-12,10_49,19368.441,15963.918,22729.16,20224.08,0.9576920866966248
326,2012-10-19,10_49,17860.008,14488.292,21690.738,22268.32,0.8020365834236145
327,2012-10-26,10_49,18145.426,13982.807,22489.625,20601.66,0.8807749152183533
328,2012-09-07,10_5,40386.6,35603.12,45190.965,36708.3,0.8997964859008789
329,2012-09-14,10_5,43782.7,38223.45,47828.227,42269.57,0.964202880859375
330,2012-09-21,10_5,41838.402,37977.086,46436.785,38609.11,0.9163593053817749
